id_aluno;ano;nome;genero;idade;ano_nascimento;ano_ingresso;anos_na_pm;instituicao;escola;turma;fase;fase_ideal;defasagem;defasado;nivel_defasagem;inde;pedra;IAA;IEG;IPS;IPP;IDA;IPV;IAN;nota_mat;nota_por;nota_ing;qtd_avaliadores;rank_geral;rank_fase;rank_turma;atingiu_pv;indicado_bolsa;defasagem_original;ano_ingresso_declarado;ingresso_inconsistente;n_anos_observados
RA-1453;2024;Aluno-1453;F;12,0;2012,0;2021;3;Pública;EE Leonice de Aquino Oliveira;2A;2,0;3,0;-1,0;True;Moderada (1);7,1234857143;Ametista;8,502;7,8214285715;6,25;7,5;6,5;7,67;5,0;4,5;8,5;;3,0;;;;;;-1;2021;False;1
RA-1454;2024;Aluno-1454;F;10,0;2014,0;2023;1;Pública;EE Dom Pedro Villas Boas de Souza;2A;2,0;2,0;0,0;False;Adequado;7,7042238095;Ametista;8,002;5,880952381;7,51;7,708333333;7,75;8,28;10,0;7,5;8,0;;3,0;;;;;;0;2023;False;1
RA-1455;2024;Aluno-1455;F;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2A;2,0;3,0;-1,0;True;Moderada (1);6,6442555555;Ágata;8,002;7,777777778;7,51;7,708333333;3,5;7,833333333;5,0;;3,5;;3,0;;;;;;-1;2024;False;1
RA-1456;2024;Aluno-1456;M;11,0;2012,0;2024;0;Pública;EE Leonice de Aquino Oliveira;2A;2,0;2,0;0,0;False;Adequado;8,492914285800001;Topázio;9,502;9,511904762;7,51;7,5;7,75;7,946666667;10,0;5,5;10,0;;3,0;;;;;;0;2024;False;1
RA-1457;2024;Aluno-1457;F;12,0;2011,0;2024;0;Pública;EE Leonice de Aquino Oliveira;2B;2,0;3,0;-1,0;True;Moderada (1);6,0197761904;Ágata;3,498;8,0357142855;7,51;7,291666667;2,75;7,663333333;5,0;2,5;3,0;;3,0;;;;;;-1;2024;False;1
RA-1458;2024;Aluno-1458;F;12,0;2012,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;2B;2,0;3,0;-1,0;True;Moderada (1);5,879073684200001;Quartzo;8,751;7,280701754500001;7,51;6,041666667;3,25;5,213333333;5,0;0,5;6,0;;3,0;;;;;;-1;2024;False;1
RA-1459;2024;Aluno-1459;M;12,0;2012,0;2024;0;Pública;EE Olivia de Faria Nogueira;2C;2,0;3,0;-1,0;True;Moderada (1);6,665390476100001;Ágata;8,002;8,2976190475;7,51;7,5;3,75;7,273333333;5,0;2,0;5,5;;3,0;;;;;;-1;2024;False;1
RA-146;2022;Aluno-146;F;15,0;2007,0;2022;0;Pública;;H;4,0;5,0;-1,0;True;Moderada (1);7,947;Ametista;8,3;9,2;7,5;;7,9;8,208;5,0;6,3;7,3;10,0;4,0;156;15;1;False;True;-1;2022;False;3
RA-146;2023;Aluno-146;F;16,0;2007,0;2022;1;Pública;;5C;5,0;6,0;-1,0;True;Moderada (1);7,584483333;Ametista;6,2;9,5;5,0;8,4375;7,9;8,2125;5,0;7,8;5,8;10,0;4,0;;;;;;-1;2022;False;3
RA-146;2024;Aluno-146;F;17,0;2007,0;2022;2;Pública;EE Mario Francisco de Amorim;5D;5,0;7,0;-2,0;True;Alta (2);8,134554885333333;Topázio;8,751;9,514316093333331;5,635;7,65625;9,333333333333334;8,304;5,0;9,0;9,0;10,0;5,0;;;;;;-2;2022;False;3
RA-1460;2024;Aluno-1460;M;12,0;2012,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;2C;2,0;2,0;0,0;False;Adequado;6,784805263200001;Ágata;9,502;7,460526316;7,51;6,875;3,25;6,27;10,0;2,5;4,0;;3,0;;;;;;0;2024;False;1
RA-1461;2024;Aluno-1461;F;12,0;2012,0;2024;0;Pública;EE Leonice de Aquino Oliveira;2C;2,0;3,0;-1,0;True;Moderada (1);6,871961904800001;Ágata;10,002;9,273809524;7,51;7,5;2,75;7,33;5,0;0,5;5,0;;3,0;;;;;;-1;2024;False;1
RA-1462;2024;Aluno-1462;F;13,0;2010,0;2024;0;Pública;EE Joaquim Mendes Feliz;2D;2,0;3,0;-1,0;True;Moderada (1);7,6243666666;Ametista;8,502;10,0;7,51;8,125;6,5;7,053333333;5,0;6,0;7,0;;3,0;;;;;;-1;2024;False;1
RA-1463;2024;Aluno-1463;M;12,0;2012,0;2024;0;Pública;EE Paschoal Carlos Magno;2D;2,0;2,0;0,0;False;Adequado;9,074561111;Topázio;8,502;9,722222222;7,51;9,0625;10,0;8,113333333;10,0;10,0;10,0;;3,0;;;;;;0;2024;False;1
RA-1464;2024;Aluno-1464;F;13,0;2011,0;2024;0;Pública;EE Paschoal Carlos Magno;2D;2,0;3,0;-1,0;True;Moderada (1);7,288424359;Ametista;8,002;7,794871795;7,51;9,0625;6,25;7,61;5,0;4,0;8,5;;3,0;;;;;;-1;2024;False;1
RA-1465;2024;Aluno-1465;M;12,0;2011,0;2024;0;Pública;EE Paschoal Carlos Magno;2D;2,0;3,0;-1,0;True;Moderada (1);7,3344666666;Ametista;7,418;8,75;7,51;8,75;5,75;7,833333333;5,0;5,0;6,5;;3,0;;;;;;-1;2024;False;1
RA-1466;2024;Aluno-1466;M;12,0;2012,0;2024;0;Pública;EE Paschoal Carlos Magno;2D;2,0;2,0;0,0;False;Adequado;8,213723809600001;Topázio;10,002;7,380952381;7,51;8,75;7,5;8,056666667;10,0;7,0;8,0;;3,0;;;;;;0;2024;False;1
RA-1467;2024;Aluno-1467;M;12,0;2012,0;2024;0;Pública;EE Joaquim Mendes Feliz;2D;2,0;2,0;0,0;False;Adequado;8,836711278200001;Topázio;9,002;9,022556391;7,51;8,75;9,25;8,28;10,0;9,0;9,5;;3,0;;;;;;0;2024;False;1
RA-1468;2024;Aluno-1468;F;12,0;2012,0;2024;0;Pública;EE Joaquim Mendes Feliz;2D;2,0;2,0;0,0;False;Adequado;8,1281028822;Topázio;8,502;8,972431078;7,51;8,4375;7,0;7,443333333;10,0;4,5;9,5;;3,0;;;;;;0;2024;False;1
RA-1469;2024;Aluno-1469;M;13,0;2011,0;2024;0;Pública;EE Joaquim Mendes Feliz;2D;2,0;3,0;-1,0;True;Moderada (1);7,459755555500001;Ametista;8,502;9,4444444445;7,51;8,75;4,75;8,223333333;5,0;6,0;3,5;;3,0;;;;;;-1;2024;False;1
RA-147;2022;Aluno-147;F;14,0;2008,0;2022;0;Pública;;H;4,0;4,0;0,0;False;Adequado;7,541;Ametista;8,3;7,7;7,5;;6,1;7,25;10,0;5,8;4,8;7,7;4,0;293;24;4;False;False;0;2022;False;3
RA-147;2023;Aluno-147;F;15,0;2008,0;2022;1;Pública;;4F;4,0;5,0;-1,0;True;Moderada (1);5,5425;Quartzo;0,0;7,0;5,63;6,875;4,5;7,46;5,0;5,0;6,0;2,5;4,0;;;;;;-1;2022;False;3
RA-147;2024;Aluno-147;F;16,0;2008,0;2022;2;Pública;EE Joaquim Mendes Feliz;5F;5,0;6,0;-1,0;True;Moderada (1);7,400477922133334;Ametista;8,334;9,277056277;7,51;7,5;6,166666666666667;7,386666667;5,0;6,0;2,5;10,0;3,0;;;;;;-1;2022;False;3
RA-1470;2024;Aluno-1470;F;12,0;2012,0;2024;0;Pública;EE Leonice de Aquino Oliveira;2G;2,0;3,0;-1,0;True;Moderada (1);5,967421532000001;Quartzo;8,002;6,35610766;6,26;6,875;5,0;5,4125;5,0;5,0;5,0;;4,0;;;;;;-1;2024;False;1
RA-1471;2024;Aluno-1471;M;13,0;2011,0;2024;0;Pública;EE Loris Nassif Mattar Profa;2G;2,0;3,0;-1,0;True;Moderada (1);7,404455434800001;Ametista;10,002;7,195652174;7,51;7,65625;7,5;7,2425;5,0;8,0;7,0;;4,0;;;;;;-1;2024;False;1
RA-1472;2024;Aluno-1472;M;11,0;2012,0;2022;2;Pública;EE Leonice de Aquino Oliveira;2G;2,0;2,0;0,0;False;Adequado;8,773575000000001;Topázio;8,502;10,0;7,51;7,96875;8,75;8,1275;10,0;9,0;8,5;;4,0;;;;;;0;2022;False;1
RA-1473;2024;Aluno-1473;M;13,0;2011,0;2024;0;Pública;EE Loris Nassif Mattar Profa;2G;2,0;3,0;-1,0;True;Moderada (1);6,689320600500001;Ágata;9,502;8,4368530025;5,625;6,5625;5,25;6,415;5,0;6,0;4,5;;4,0;;;;;;-1;2024;False;1
RA-1474;2024;Aluno-1474;F;11,0;2013,0;2024;0;Pública;EE João Ortiz Rodrigues;2H;2,0;2,0;0,0;False;Adequado;7,384207505200001;Ametista;8,002;7,960662526;5,625;6,71875;7,5;6,2875;10,0;7,0;8,0;;4,0;;;;;;0;2024;False;1
RA-1475;2024;Aluno-1475;F;10,0;2013,0;2024;0;Pública;EE Dom Pedro Villas Boas de Souza;2I;2,0;2,0;0,0;False;Adequado;7,413901754400001;Ametista;9,002;8,070175439;7,51;7,5;5,0;6,993333333;10,0;7,0;3,0;;3,0;;;;;;0;2024;False;1
RA-1476;2024;Aluno-1476;F;11,0;2013,0;2024;0;Pública;EE Maria André Schunck Dona;2K;2,0;2,0;0,0;False;Adequado;8,80795;Topázio;9,502;10,0;5,635;8,4375;8,5;8,7525;10,0;8,0;9,0;;4,0;;;;;;0;2024;False;1
RA-1477;2024;Aluno-1477;M;11,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2K;2,0;2,0;0,0;False;Adequado;7,0514989130000005;Ametista;8,002;8,010869565;7,51;6,40625;5,0;6,2875;10,0;5,0;5,0;;4,0;;;;;;0;2024;False;1
RA-1478;2024;Aluno-1478;M;11,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2K;2,0;2,0;0,0;False;Adequado;6,7210333334;Ágata;8,002;6,666666667;6,255;6,875;4,25;7,1225;10,0;4,0;4,5;;4,0;;;;;;0;2024;False;1
RA-1479;2024;Aluno-1479;M;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2K;2,0;2,0;0,0;False;Adequado;6,615766239300001;Ágata;8,502;6,1965811965;7,51;7,1875;4,25;6,0325;10,0;4,0;4,5;;4,0;;;;;;0;2024;False;1
RA-148;2022;Aluno-148;M;14,0;2008,0;2022;0;Pública;;H;4,0;4,0;0,0;False;Adequado;7,894;Ametista;9,2;7,9;10,0;;5,3;7,708;10,0;4,7;6,3;5,0;4,0;172;16;2;False;True;0;2022;False;1
RA-1480;2024;Aluno-1480;M;12,0;2011,0;2024;0;Pública;EM Alfredo Schunk;2K;2,0;3,0;-1,0;True;Moderada (1);7,09445;Ametista;8,502;8,875;7,51;7,1875;5,5;6,9975;5,0;;5,5;;4,0;;;;;;-1;2024;False;1
RA-1481;2024;Aluno-1481;F;12,0;2012,0;2024;0;Pública;EM Cecilia Cristina de Oliveira Rodrigues;2K;2,0;3,0;-1,0;True;Moderada (1);6,860721739100001;Ágata;8,502;8,782608695499999;7,51;6,875;4,75;6,8275;5,0;4,0;5,5;;4,0;;;;;;-1;2024;False;1
RA-1482;2024;Aluno-1482;M;14,0;2010,0;2024;0;Pública;EM Cecilia Cristina de Oliveira Rodrigues;2K;2,0;3,0;-1,0;True;Moderada (1);5,2257;Quartzo;8,502;5,0;7,51;7,5;0,0;6,8725;5,0;0,0;0,0;;4,0;;;;;;-1;2024;False;1
RA-1483;2024;Aluno-1483;M;11,0;2013,0;2024;0;Pública;EE Jardim Campestre;2K;2,0;2,0;0,0;False;Adequado;7,311433695700001;Ametista;9,502;7,913043478500001;7,51;5,78125;6,5;5,7475;10,0;6,0;7,0;;4,0;;;;;;0;2024;False;1
RA-1484;2024;Aluno-1484;F;14,0;2010,0;2024;0;Pública;EE Maria André Schunck Dona;2L;2,0;3,0;-1,0;True;Moderada (1);7,754200000000001;Ametista;9,002;10,0;6,26;7,5;7,0;7,89;5,0;5,0;9,0;;3,0;;;;;;-1;2024;False;1
RA-1485;2024;Aluno-1485;M;13,0;2011,0;2024;0;Pública;EM Cecilia Cristina de Oliveira Rodrigues;2L;2,0;3,0;-1,0;True;Moderada (1);6,7386875777;Ágata;9,002;7,7432712215;5,625;7,5;5,0;7,386666667;5,0;5,0;5,0;;3,0;;;;;;-1;2024;False;1
RA-1486;2024;Aluno-1486;M;11,0;2013,0;2024;0;Pública;EE Maria André Schunck Dona;2L;2,0;2,0;0,0;False;Adequado;6,865474509900001;Ágata;8,002;5,431372549;6,26;7,916666667;5,75;7,056666667;10,0;6,0;5,5;;3,0;;;;;;0;2024;False;1
RA-1487;2024;Aluno-1487;F;13,0;2011,0;2024;0;Pública;EE Maria André Schunck Dona;2L;2,0;3,0;-1,0;True;Moderada (1);8,0267434782;Topázio;10,002;9,5652173915;6,26;7,708333333;8,25;7,833333333;5,0;7,0;9,5;;3,0;;;;;;-1;2024;False;1
RA-1488;2024;Aluno-1488;F;11,0;2013,0;2024;0;Pública;EE Maria André Schunck Dona;2L;2,0;2,0;0,0;False;Adequado;6,7668935818000016;Ágata;8,002;7,111801242;7,51;7,5;3,5;6,716666667;10,0;7,0;0,0;;3,0;;;;;;0;2024;False;1
RA-1489;2024;Aluno-1489;M;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2L;2,0;3,0;-1,0;True;Moderada (1);5,9842289855000015;Quartzo;9,002;5,793478261000001;6,26;6,666666667;5,0;5,663333333;5,0;5,0;5,0;;3,0;;;;;;-1;2024;False;1
RA-149;2022;Aluno-149;F;15,0;2007,0;2022;0;Pública;;H;4,0;5,0;-1,0;True;Moderada (1);6,323;Ágata;9,2;6,5;7,5;;5,0;6,125;5,0;4,0;6,0;;4,0;679;60;6;False;False;-1;2022;False;3
RA-149;2023;Aluno-149;F;16,0;2007,0;2022;1;Pública;;4C;4,0;6,0;-2,0;True;Alta (2);5,622266667;Quartzo;8,8;4,2;2,52;7,5;4,7;7,2925;5,0;5,7;3,5;5,0;4,0;;;;;;-2;2022;False;3
RA-149;2024;Aluno-149;F;17,0;2007,0;2022;2;Pública;EE Leonice de Aquino Oliveira;5D;5,0;7,0;-2,0;True;Alta (2);5,7316173854;Quartzo;9,585;4,104378593666667;6,26;7,34375;3,8333333333333335;6,626;5,0;0,0;6,5;5,0;5,0;;;;;;-2;2022;False;3
RA-1490;2024;Aluno-1490;F;12,0;2012,0;2024;0;Privada;Rede Decisão - Unidade União;2L;2,0;3,0;-1,0;True;Moderada (1);7,3725768116;Ametista;8,502;9,5652173915;6,26;6,666666667;7,75;6,333333333;5,0;8,0;7,5;;3,0;;;;;;-1;2024;False;1
RA-1491;2024;Aluno-1491;M;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2L;2,0;2,0;0,0;False;Adequado;7,5072;Ametista;9,002;6,25;7,51;7,5;6,5;7,78;10,0;6,0;7,0;;3,0;;;;;;0;2024;False;1
RA-1492;2024;Aluno-1492;M;9,0;2014,0;2024;0;Pública;EE Helio Luiz Dobrochinski Prof;2L;2,0;1,0;1,0;False;Adiantado;8,479020512900002;Topázio;8,002;8,8141025645;7,51;8,75;8,0;8,45;10,0;6,0;10,0;;3,0;;;;;;1;2024;False;1
RA-1493;2024;Aluno-1493;M;12,0;2012,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2M;2,0;3,0;-1,0;True;Moderada (1);6,378661323900001;Ágata;8,502;7,8468899525;7,51;7,1875;4,0;5,946666667;5,0;3,5;4,5;;3,0;;;;;;-1;2024;False;1
RA-1494;2024;Aluno-1494;F;11,0;2013,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2M;2,0;2,0;0,0;False;Adequado;5,8748823529;Quartzo;0,0;6,7794117645;7,51;7,5;4,25;5,84;10,0;8,5;0,0;;3,0;;;;;;0;2024;False;1
RA-1495;2024;Aluno-1495;F;11,0;2013,0;2021;3;Pública;EE Helio Luiz Dobrochinski Prof;2M;2,0;2,0;0,0;False;Adequado;8,4845030302;Topázio;9,002;8,318181818;7,51;8,75;8,25;8,223333333;10,0;8,5;8,0;;3,0;;;;;;0;2021;False;1
RA-1496;2024;Aluno-1496;F;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2M;2,0;2,0;0,0;False;Adequado;6,7799738095;Ágata;9,002;5,714285714500001;7,51;7,8125;4,25;6,773333333;10,0;2,5;6,0;;3,0;;;;;;0;2024;False;1
RA-1497;2024;Aluno-1497;F;12,0;2012,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2M;2,0;2,0;0,0;False;Adequado;5,2423787879;Quartzo;0,0;5,0227272725;7,51;6,875;2,0;6,996666667;10,0;4,0;0,0;;3,0;;;;;;0;2024;False;1
RA-1498;2024;Aluno-1498;F;13,0;2011,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2M;2,0;3,0;-1,0;True;Moderada (1);7,147881818200001;Ametista;8,502;7,840909091;7,51;8,125;7,0;6,33;5,0;5,0;9,0;;3,0;;;;;;-1;2024;False;1
RA-1499;2024;Aluno-1499;F;12,0;2012,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2N;2,0;2,0;0,0;False;Adequado;7,914800000000001;Ametista;8,418;9,25;6,885;8,125;6,5;7,11;10,0;6,0;7,0;;3,0;;;;;;0;2024;False;1
RA-15;2022;Aluno-15;M;18,0;2004,0;2022;0;Pública;;D;7,0;8,0;-1,0;True;Moderada (1);7,783;Ametista;8,8;10,0;7,5;;7,3;7,292;5,0;8,0;6,5;;4,0;207;3;2;False;True;-1;2022;False;1
RA-150;2022;Aluno-150;F;16,0;2006,0;2020;2;Pública;;H;4,0;6,0;-2,0;True;Alta (2);6,962;Ágata;9,6;6,3;6,9;;6,9;7,333;5,0;5,3;6,7;8,6;4,0;498;41;5;False;True;-2;2020;False;1
RA-1500;2024;Aluno-1500;M;11,0;2013,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2N;2,0;2,0;0,0;False;Adequado;7,360450000100002;Ametista;9,502;8,3333333335;6,885;8,4375;3,5;7,556666667;10,0;2,0;5,0;;3,0;;;;;;0;2024;False;1
RA-1501;2024;Aluno-1501;F;11,0;2013,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2N;2,0;2,0;0,0;False;Adequado;8,04495;Topázio;9,502;10,0;7,51;8,4375;5,0;7,5;10,0;4,5;5,5;;3,0;;;;;;0;2024;False;1
RA-1502;2024;Aluno-1502;F;12,0;2012,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2N;2,0;3,0;-1,0;True;Moderada (1);6,886091025600001;Ágata;8,002;7,628205128;7,51;7,8125;5,25;7,39;5,0;3,5;7,0;;3,0;;;;;;-1;2024;False;1
RA-1503;2024;Aluno-1503;F;13,0;2011,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;3,0;-1,0;True;Moderada (1);6,991699999900001;Ágata;7,502;10,0;7,51;8,958333333;2,75;7,723333333;5,0;3,0;2,5;;3,0;;;;;;-1;2024;False;1
RA-1504;2024;Aluno-1504;F;12,0;2012,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;3,0;-1,0;True;Moderada (1);6,057060605999999;Ágata;7,5;4,6136363635;5,63;5,833333333;6,75;6,94;5,0;5,0;8,5;;3,0;;;;;;-1;2024;False;1
RA-1505;2024;Aluno-1505;M;13,0;2011,0;2024;0;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;3,0;-1,0;True;Moderada (1);6,7199171717;Ágata;9,502;7,5252525255;7,51;8,75;3,75;6,943333333;5,0;3,0;4,5;;3,0;;;;;;-1;2024;False;1
RA-1506;2024;Aluno-1506;F;11,0;2013,0;2024;0;Pública;EE Helio Luiz Dobrochinski Prof;2R;2,0;2,0;0,0;False;Adequado;7,151855844200001;Ametista;8,002;8,3874458875;7,51;6,458333333;3,5;7,886666667;10,0;0,0;7,0;;3,0;;;;;;0;2024;False;1
RA-1507;2024;Aluno-1507;M;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2R;2,0;3,0;-1,0;True;Moderada (1);5,046077056300001;Quartzo;6,918;4,448051948;7,51;4,583333333;5,0;3,776666667;5,0;5,0;5,0;;3,0;;;;;;-1;2024;False;1
RA-1508;2024;Aluno-1508;F;10,0;2013,0;2024;0;Pública;EE Helio Luiz Dobrochinski Prof;2R;2,0;2,0;0,0;False;Adequado;8,1804207793;Topázio;7,502;7,2294372295;7,51;7,5;9,25;8,166666667;10,0;10,0;8,5;;3,0;;;;;;0;2024;False;1
RA-1509;2024;Aluno-1509;M;11,0;2013,0;2024;0;Pública;EE Maria André Schunck Dona;2R;2,0;2,0;0,0;False;Adequado;7,560230303200001;Ametista;8,502;6,5151515155;7,51;6,666666667;7,5;7,446666667;10,0;7,0;8,0;;3,0;;;;;;0;2024;False;1
RA-151;2022;Aluno-151;F;16,0;2006,0;2020;2;Pública;;H;4,0;6,0;-2,0;True;Alta (2);7,563;Ametista;8,8;7,5;6,9;;8,3;7,958;5,0;7,3;8,0;9,5;4,0;289;23;3;False;True;-2;2020;False;2
RA-151;2023;Aluno-151;F;17,0;2006,0;2020;3;Pública;;5C;5,0;7,0;-2,0;True;Alta (2);6,892541667;Ágata;0,0;7,8;7,52;8,59375;7,9;8,1725;5,0;6,8;7,0;10,0;4,0;;;;;;-2;2020;False;2
RA-1510;2024;Aluno-1510;F;11,0;2013,0;2024;0;Pública;EE Maria André Schunck Dona;2R;2,0;2,0;0,0;False;Adequado;9,4647454544;Topázio;10,002;9,7727272725;7,51;9,583333333;10,0;9,003333333;10,0;10,0;10,0;;3,0;;;;;;0;2024;False;1
RA-1511;2024;Aluno-1511;F;11,0;2013,0;2024;0;Pública;EE Helio Luiz Dobrochinski Prof;2U;2,0;2,0;0,0;False;Adequado;8,9217077641;Topázio;10,002;9,3271221535;7,51;8,4375;8,75;8,556666667;10,0;8,0;9,5;;3,0;;;;;;0;2024;False;1
RA-1512;2024;Aluno-1512;F;10,0;2014,0;2024;0;Pública;EE Helio Luiz Dobrochinski Prof;2U;2,0;2,0;0,0;False;Adequado;8,10445;Topázio;9,502;10,0;7,51;7,8125;5,5;7,61;10,0;7,0;4,0;;3,0;;;;;;0;2024;False;1
RA-1513;2024;Aluno-1513;F;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2U;2,0;3,0;-1,0;True;Moderada (1);6,5509171717;Ágata;8,502;7,5252525255;7,51;7,5;3,75;7,223333333;5,0;4,0;3,5;;3,0;;;;;;-1;2024;False;1
RA-1514;2024;Aluno-1514;F;12,0;2012,0;2024;0;Pública;EM Cecilia Cristina de Oliveira Rodrigues;2U;2,0;2,0;0,0;False;Adequado;7,520576262600001;Ametista;9,002;7,979797980000001;7,51;7,1875;5,5;7,273333333;10,0;5,0;6,0;;3,0;;;;;;0;2024;False;1
RA-1515;2024;Aluno-1515;F;12,0;2012,0;2024;0;Pública;EE Maria André Schunck Dona;2U;2,0;3,0;-1,0;True;Moderada (1);5,832133333300001;Quartzo;6,418;6,6666666665;6,255;6,875;3,5;6,72;5,0;6,0;1,0;;3,0;;;;;;-1;2024;False;1
RA-1516;2024;Aluno-1516;F;13,0;2011,0;2024;0;Privada;Colégio Arco Íris Evolução;3A;3,0;3,0;0,0;False;Adequado;7,217066033133334;Ametista;9,585;5,404288499000001;9,38;7,96875;4,666666666666667;7,5475;10,0;0,0;5,0;9,0;4,0;;;;;;3;2024;False;1
RA-1517;2024;Aluno-1517;M;15,0;2009,0;2024;0;Pública;EE Maria André Schunck Dona;3A;3,0;4,0;-1,0;True;Moderada (1);6,240744444466667;Ágata;9,168;4,305555555666667;9,38;7,5;4,666666666666667;6,7075;5,0;5,0;4,5;4,5;4,0;;;;;;-1;2024;False;1
RA-1518;2024;Aluno-1518;F;15,0;2009,0;2022;2;Pública;EE Leonice de Aquino Oliveira;3A;3,0;4,0;-1,0;True;Moderada (1);5,721382142866666;Quartzo;7,084;5,714285714333333;9,38;7,65625;1,75;6,5825;5,0;0,0;3,5;;4,0;;;;;;-1;2022;False;1
RA-1519;2024;Aluno-1519;M;15,0;2009,0;2024;0;;;3A;3,0;3,0;0,0;False;Adequado;7,210222117800001;Ametista;9,585;5,560902255666666;8,755;7,96875;4,833333333333333;7,5025;10,0;0,0;6,5;8,0;4,0;;;;;;3;2024;False;1
RA-152;2022;Aluno-152;F;16,0;2006,0;2022;0;Pública;;L;4,0;6,0;-2,0;True;Alta (2);6,712;Ágata;8,3;7,0;7,5;;6,5;6,292;5,0;4,0;7,0;8,5;4,0;586;54;13;False;False;-2;2022;False;3
RA-152;2023;Aluno-152;F;16,0;2006,0;2022;1;Pública;;4M;4,0;6,0;-2,0;True;Alta (2);6,30695;Ágata;7,9;7,7;2,52;7,8125;4,5;7,71;5,0;4,0;5,0;4,5;4,0;;;;;;-2;2022;False;3
RA-152;2024;Aluno-152;F;17,0;2006,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;5L;5,0;7,0;-2,0;True;Alta (2);6,5837938596;Ágata;7,5;7,337719298333333;5,63;7,8125;5,166666666666667;7,443333333;5,0;0,0;7,5;8,0;3,0;;;;;;-2;2022;False;3
RA-1520;2024;Aluno-1520;F;14,0;2010,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;3B;3,0;4,0;-1,0;True;Moderada (1);7,0026462121333335;Ametista;8,334;9,060606060666666;8,75;7,65625;3,75;7,3325;5,0;4,0;3,5;;4,0;;;;;;-1;2024;False;1
RA-1521;2024;Aluno-1521;F;14,0;2010,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;3B;3,0;4,0;-1,0;True;Moderada (1);5,065788844333333;Quartzo;7,5;6,157902555;2,51;6,09375;3,1666666666666665;5,4525;5,0;2,0;5,5;2,0;4,0;;;;;;-1;2024;False;1
RA-1522;2024;Aluno-1522;M;13,0;2011,0;2024;0;Pública;EE Leonice de Aquino Oliveira;3B;3,0;3,0;0,0;False;Adequado;8,3261;Topázio;8,751;10,0;9,38;6,875;7,0;7,1275;10,0;10,0;4,0;;4,0;;;;;;0;2024;False;1
RA-1523;2024;Aluno-1523;M;11,0;2012,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;3B;3,0;2,0;1,0;False;Adiantado;8,67371279;Topázio;6,666;9,283272283333334;8,755;8,90625;8,166666666666666;8,755;10,0;8,0;6,5;10,0;4,0;;;;;;1;2024;False;1
RA-1524;2024;Aluno-1524;F;14,0;2010,0;2024;0;Pública;EE Mario Francisco de Amorim;3B;3,0;4,0;-1,0;True;Moderada (1);5,5473805555333335;Quartzo;7,917;2,777777777666667;7,51;7,65625;4,0;6,9175;5,0;4,0;;;4,0;;;;;;-1;2024;False;1
RA-1525;2024;Aluno-1525;M;13,0;2011,0;2024;0;Pública;EE Joaquim Mendes Feliz;3C;3,0;3,0;0,0;False;Adequado;7,778263492033334;Ametista;7,917;8,293650793666666;5,63;8,541666667;7,0;7,553333333;10,0;6,5;5,5;9,0;3,0;;;;;;0;2024;False;1
RA-1526;2024;Aluno-1526;F;13,0;2011,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;3D;3,0;3,0;0,0;False;Adequado;7,9798;Ametista;9,168;10,0;8,75;8,125;3,75;8,1275;10,0;2,0;5,5;;4,0;;;;;;0;2024;False;1
RA-1527;2024;Aluno-1527;M;13,0;2010,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;3D;3,0;3,0;0,0;False;Adequado;8,631675000000001;Topázio;9,168;10,0;7,51;7,96875;8,0;7,835;10,0;9,0;7,0;;4,0;;;;;;0;2024;False;1
RA-1528;2024;Aluno-1528;M;13,0;2011,0;2024;0;Pública;EE Alexandre Rodrigues Nogueira;3D;3,0;3,0;0,0;False;Adequado;7,622584090933335;Ametista;9,168;7,787878788;7,51;7,96875;5,666666666666667;7,335;10,0;3,0;6,0;8,0;4,0;;;;;;0;2024;False;1
